0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.700000000000000000e+01,0.000000000000000000e+00,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,5.500000000000000000e+01,0.000000000000000000e+00,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.200000000000000000e+01,0.000000000000000000e+00,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,5.700000000000000000e+01,5.120000000000000000e+02,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.000000000000000000e+01,5.120000000000000000e+02,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.200000000000000000e+01,1.024000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,5.800000000000000000e+01,1.024000000000000000e+03,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.700000000000000000e+01,1.024000000000000000e+03,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.700000000000000000e+01,1.024000000000000000e+03,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,5.700000000000000000e+01,1.536000000000000000e+03,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.600000000000000000e+01,1.536000000000000000e+03,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.900000000000000000e+01,1.536000000000000000e+03,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,5.500000000000000000e+01,2.048000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.200000000000000000e+01,2.048000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,7.000000000000000000e+01,2.048000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.700000000000000000e+01,2.048000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,4.800000000000000000e+01,3.072000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.300000000000000000e+01,3.072000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.700000000000000000e+01,3.072000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.900000000000000000e+01,3.072000000000000000e+03,2.048000000000000000e+03,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.200000000000000000e+01,4.096000000000000000e+03,5.120000000000000000e+02,9.600000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,5.000000000000000000e+01,4.096000000000000000e+03,1.024000000000000000e+03,9.600000000000000000e+01
